🏇坚果接口,#genre# 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8 
🎬CHC频道,#genre# 
CHC动作电影,http://125.40.191.58:9901/tsfile/live/1002_1.m3u8$1920*1080 
CHC动作电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1$1920*1080 
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221231580/index.m3u8$859*480 
CHC动作电影,http://111.20.33.70/PLTV/88888893/224/3221226465/index.m3u8$1920*1080 
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221232945/index.m3u8$859*480 
CHC动作电影,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8$1920*1080 
CHC动作电影,http://111.20.33.93/wh7f454c46tw66682855_961085433/PLTV/88888893/224/3221226465/index.m3u8$1920*1080 
CHC动作电影,http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8$859*480 
CHC高清电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1$1920*1080 
CHC高清电影,http://111.20.33.93/PLTV/88888893/224/3221226463/index.m3u8$1920*1080 
CHC动作电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1$1920*1080 
CHC动作电影,http://111.20.33.79/wh7f454c46tw2676886234_1042025358/PLTV/88888893/224/3221226465/index.m3u8$1920*1080 
CHC动作电影,http://117.148.179.165/PLTV/88888888/224/3221231580/index.m3u8$859*480 
CHC高清电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1$1920*1080 
CHC动作电影,http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8$1920*1080 
CHC动作电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1$1920*1080 
CHC高清电影,http://gxfrg007.8800.org:8282/tsfile/live/1097_1.m3u8$1920*1080 
CHC高清电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1$1920*1080 
CHC高清电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1$1920*1080 
CHC家庭影院,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1$1920*1080 
CHC家庭影院,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1$1920*1080 
CHC家庭影院,http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8$1920*1080 
CHC家庭影院,http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8$1920*1080 
CHC家庭影院,http://111.20.33.93/PLTV/88888893/224/3221226462/index.m3u8$1920*1080 
CHC家庭影院,http://125.40.191.58:9901/tsfile/live/1001_1.m3u8$1920*1080 
CHC家庭影院,http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8$1920*1080 
CHC家庭影院,http://117.148.179.157/PLTV/88888888/224/3221232942/index.m3u8$859*480 
CHC家庭影院,http://gxfrg007.8800.org:8282/tsfile/live/1096_1.m3u8$1920*1080 
CHC家庭影院,http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8$1920*1080 
金马影视,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8 
金🐴影视,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8 
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8 
💞广东凤凰,#genre# 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8 
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8 
翡翠台,http://120.84.96.55:808/hls/25/index.m3u8?blog.ntnas.top 
翡翠台,http://120.84.96.69:808/hls/25/index.m3u8 
翡翠台,http://120.84.96.69:808/hls/25/index.m3u8 
广东珠江,http://218.17.216.102:9901/tsfile/live/1001_1.m3u8 
广东公共,http://218.17.216.102:9901/tsfile/live/1003_1.m3u8 
广东体育,http://218.17.216.102:9901/tsfile/live/1004_1.m3u8 
广东经济,http://218.17.216.102:9901/tsfile/live/1006_1.m3u8 
大湾区卫视,http://218.17.216.102:9901/tsfile/live/1007_1.m3u8 
广东影视,http://218.17.216.102:9901/tsfile/live/1008_1.m3u8 
深圳公共,http://218.17.216.102:9901/tsfile/live/1042_1.m3u8 
深圳都市,http://218.17.216.102:9901/tsfile/live/1043_1.m3u8 
深圳电视剧,http://218.17.216.102:9901/tsfile/live/1057_1.m3u8 
深圳财经,http://218.17.216.102:9901/tsfile/live/1089_1.m3u8 
🎯NEW频道,#genre# 
NewTV精品大剧,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/1.m3u8 
NewTV精品记录,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8 
NewTV超级体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8 
NewTV金牌综艺,http://39.134.66.110/PLTV/88888888/224/3221225525/index.m3u8 
🎺经典频道,#genre# 
八度空间,http://51.79.82.208:16005 
天映频道,http://51.79.82.208:16024 
经典再现,http://112.19.214.90:8883/tsfile/live/1009_1.m3u8 
高清影院,http://112.19.214.90:8883/tsfile/live/1011_1.m3u8 
💞宝盒凤凰,#genre# 
凤凰中文,http://jyjxy.7766.org:808/hls/32/index.m3u8 
凤凰资汛,http://jyjxy.7766.org:808/hls/33/index.m3u8 
凤凰香港,http://jyjxy.7766.org:808/hls/34/index.m3u8 
星河,http://jyjxy.7766.org:808/hls/35/index.m3u8 
翡翠台,http://jyjxy.7766.org:808/hls/36/index.m3u8 
明珠台,http://jyjxy.7766.org:808/hls/37/index.m3u8 
龙祥时代,http://jyjxy.7766.org:808/hls/38/index.m3u8 
星空,http://jyjxy.7766.org:808/hls/31/index.m3u8 
💞港台频道,#genre# 
翡翠台,http://98.142.138.122:1639/zhiboyuandakaTV/tvbjade83675.m3u8 
无线新闻台,http://98.142.138.122:1632/zhiboyuandakaTV/ViuTv21367.m3u8 
有线新闻台,http://98.142.138.122:1630/zhiboyuandakaTV/cable539854856.m3u8 
有线财经新聞台,http://98.142.138.122:1631/zhiboyuandakaTV/icable738952.m3u8 
中央频道,#genre# 
中央-1,http://jyjxy.7766.org:808/hls/1/index.m3u8 
中央-1,http://jyjxy.7766.org:808/hls/1/index.m3u8 
中央-2,http://jyjxy.7766.org:808/hls/2/index.m3u8 
中央-3,http://jyjxy.7766.org:808/hls/3/index.m3u8 
中央-3,http://jyjxy.7766.org:808/hls/3/index.m3u8 
中央-4,http://jyjxy.7766.org:808/hls/4/index.m3u8 
中央-5,http://jyjxy.7766.org:808/hls/5/index.m3u8 
中央-6,http://jyjxy.7766.org:808/hls/6/index.m3u8 
中央-6,http://jyjxy.7766.org:808/hls/6/index.m3u8 
中央-7,http://jyjxy.7766.org:808/hls/7/index.m3u8 
中央-8,http://jyjxy.7766.org:808/hls/8/index.m3u8 
中央-9,http://jyjxy.7766.org:808/hls/9/index.m3u8 
中央-10,http://jyjxy.7766.org:808/hls/10/index.m3u8 
中央-11,http://jyjxy.7766.org:808/hls/11/index.m3u8 
中央-12,http://jyjxy.7766.org:808/hls/12/index.m3u8 
中央-13,http://jyjxy.7766.org:808/hls/13/index.m3u8 
中央-14,http://jyjxy.7766.org:808/hls/14/index.m3u8 
中央-15,http://jyjxy.7766.org:808/hls/15/index.m3u8 
中央-1,http://jyjxy.7766.org:808/hls/1/index.m3u8 
中央-2,http://jyjxy.7766.org:808/hls/2/index.m3u8 
中央-3,http://jyjxy.7766.org:808/hls/3/index.m3u8 
中央-4,http://jyjxy.7766.org:808/hls/4/index.m3u8 
中央-5,http://jyjxy.7766.org:808/hls/5/index.m3u8 
中央-6,http://jyjxy.7766.org:808/hls/6/index.m3u8 
中央-7,http://jyjxy.7766.org:808/hls/7/index.m3u8 
中央-8,http://jyjxy.7766.org:808/hls/8/index.m3u8 
中央-9,http://jyjxy.7766.org:808/hls/9/index.m3u8 
中央-11,http://jyjxy.7766.org:808/hls/11/index.m3u8 
中央-12,http://jyjxy.7766.org:808/hls/12/index.m3u8 
中央-13,http://jyjxy.7766.org:808/hls/13/index.m3u8 
中央-14,http://jyjxy.7766.org:808/hls/14/index.m3u8 
中央-15,http://jyjxy.7766.org:808/hls/15/index.m3u8 
中央-2,http://jyjxy.7766.org:808/hls/2/index.m3u8 
中央-2,http://jyjxy.7766.org:808/hls/2/index.m3u8 
中央-2,http://jyjxy.7766.org:808/hls/2/index.m3u8 
中央-4,http://jyjxy.7766.org:808/hls/4/index.m3u8 
中央-4,http://jyjxy.7766.org:808/hls/4/index.m3u8 
中央-4,http://jyjxy.7766.org:808/hls/4/index.m3u8 
中央-7,http://jyjxy.7766.org:808/hls/7/index.m3u8 
中央-7,http://jyjxy.7766.org:808/hls/7/index.m3u8 
中央-7,http://jyjxy.7766.org:808/hls/7/index.m3u8 
中央-8,http://jyjxy.7766.org:808/hls/8/index.m3u8 
中央-8,http://jyjxy.7766.org:808/hls/8/index.m3u8 
中央-8,http://jyjxy.7766.org:808/hls/8/index.m3u8 
中央-9,http://jyjxy.7766.org:808/hls/9/index.m3u8 
中央-9,http://jyjxy.7766.org:808/hls/9/index.m3u8 
中央-9,http://jyjxy.7766.org:808/hls/9/index.m3u8 
中央-10,http://jyjxy.7766.org:808/hls/10/index.m3u8 
中央-10,http://jyjxy.7766.org:808/hls/10/index.m3u8 
中央-10,http://jyjxy.7766.org:808/hls/10/index.m3u8 
中央-11,http://jyjxy.7766.org:808/hls/11/index.m3u8 
中央-11,http://jyjxy.7766.org:808/hls/11/index.m3u8 
中央-11,http://jyjxy.7766.org:808/hls/11/index.m3u8 
中央-12,http://jyjxy.7766.org:808/hls/12/index.m3u8 
中央-12,http://jyjxy.7766.org:808/hls/12/index.m3u8 
中央-12,http://jyjxy.7766.org:808/hls/12/index.m3u8 
中央-13,http://jyjxy.7766.org:808/hls/13/index.m3u8 
中央-13,http://jyjxy.7766.org:808/hls/13/index.m3u8 
中央-13,http://jyjxy.7766.org:808/hls/13/index.m3u8 
中央-14,http://jyjxy.7766.org:808/hls/14/index.m3u8 
中央-14,http://jyjxy.7766.org:808/hls/14/index.m3u8 
中央-14,http://jyjxy.7766.org:808/hls/14/index.m3u8 
中央-15,http://jyjxy.7766.org:808/hls/15/index.m3u8 
中央-15,http://jyjxy.7766.org:808/hls/15/index.m3u8 
中央-15,http://jyjxy.7766.org:808/hls/15/index.m3u8 
CCTV1综合,http://jyjxy.7766.org:808/hls/132/index.m3u8 
CCTV5体育,http://jyjxy.7766.org:808/hls/135/index.m3u8 
CCTV6电影,http://jyjxy.7766.org:808/hls/136/index.m3u8 
CCTV17,http://jyjxy.7766.org:808/hls/333/index.m3u8 
卫视频道,#genre# 
湖南卫视,http://jyjxy.7766.org:808/hls/69/index.m3u8 
湖南卫视,http://jyjxy.7766.org:808/hls/69/index.m3u8 
湖南卫视,http://jyjxy.7766.org:808/hls/69/index.m3u8 
东南卫视,http://jyjxy.7766.org:808/hls/70/index.m3u8 
东南卫视,http://jyjxy.7766.org:808/hls/70/index.m3u8 
东南卫视,http://jyjxy.7766.org:808/hls/70/index.m3u8 
贵州卫视,http://jyjxy.7766.org:808/hls/71/index.m3u8 
贵州卫视,http://jyjxy.7766.org:808/hls/71/index.m3u8 
贵州卫视,http://jyjxy.7766.org:808/hls/71/index.m3u8 
湖北卫视,http://jyjxy.7766.org:808/hls/73/index.m3u8 
湖北卫视,http://jyjxy.7766.org:808/hls/73/index.m3u8 
湖北卫视,http://jyjxy.7766.org:808/hls/73/index.m3u8 
上海卫视,http://jyjxy.7766.org:808/hls/74/index.m3u8 
上海卫视,http://jyjxy.7766.org:808/hls/74/index.m3u8 
上海卫视,http://jyjxy.7766.org:808/hls/74/index.m3u8 
广西卫视,http://jyjxy.7766.org:808/hls/75/index.m3u8 
广西卫视,http://jyjxy.7766.org:808/hls/75/index.m3u8 
广西卫视,http://jyjxy.7766.org:808/hls/75/index.m3u8 
云南卫视,http://jyjxy.7766.org:808/hls/76/index.m3u8 
云南卫视,http://jyjxy.7766.org:808/hls/76/index.m3u8 
云南卫视,http://jyjxy.7766.org:808/hls/76/index.m3u8 
江苏卫视,http://jyjxy.7766.org:808/hls/77/index.m3u8 
江苏卫视,http://jyjxy.7766.org:808/hls/77/index.m3u8 
江苏卫视,http://jyjxy.7766.org:808/hls/77/index.m3u8 
浙江卫视,http://jyjxy.7766.org:808/hls/78/index.m3u8 
浙江卫视,http://jyjxy.7766.org:808/hls/78/index.m3u8 
浙江卫视,http://jyjxy.7766.org:808/hls/78/index.m3u8 
山东卫视,http://jyjxy.7766.org:808/hls/79/index.m3u8 
山东卫视,http://jyjxy.7766.org:808/hls/79/index.m3u8 
山东卫视,http://jyjxy.7766.org:808/hls/79/index.m3u8 
山西卫视,http://jyjxy.7766.org:808/hls/80/index.m3u8 
山西卫视,http://jyjxy.7766.org:808/hls/80/index.m3u8 
安徽卫视,http://jyjxy.7766.org:808/hls/83/index.m3u8 
安徽卫视,http://jyjxy.7766.org:808/hls/83/index.m3u8 
江西卫视,http://jyjxy.7766.org:808/hls/84/index.m3u8 
江西卫视,http://jyjxy.7766.org:808/hls/84/index.m3u8 
兵团卫视,http://jyjxy.7766.org:808/hls/85/index.m3u8 
兵团卫视,http://jyjxy.7766.org:808/hls/85/index.m3u8 
北京卫视,http://jyjxy.7766.org:808/hls/89/index.m3u8 
北京卫视,http://jyjxy.7766.org:808/hls/89/index.m3u8 
宁夏卫视,http://jyjxy.7766.org:808/hls/91/index.m3u8 
宁夏卫视,http://jyjxy.7766.org:808/hls/91/index.m3u8 
陕西卫视,http://jyjxy.7766.org:808/hls/92/index.m3u8 
陕西卫视,http://jyjxy.7766.org:808/hls/92/index.m3u8 
农林卫视,http://jyjxy.7766.org:808/hls/93/index.m3u8 
河南卫视,http://jyjxy.7766.org:808/hls/94/index.m3u8 
河南卫视,http://jyjxy.7766.org:808/hls/94/index.m3u8 
四川卫视,http://jyjxy.7766.org:808/hls/95/index.m3u8 
四川卫视,http://jyjxy.7766.org:808/hls/95/index.m3u8 
甘肃卫视,http://jyjxy.7766.org:808/hls/96/index.m3u8 
甘肃卫视,http://jyjxy.7766.org:808/hls/96/index.m3u8 
天津卫视,http://jyjxy.7766.org:808/hls/97/index.m3u8 
天津卫视,http://jyjxy.7766.org:808/hls/97/index.m3u8 
青海卫视,http://jyjxy.7766.org:808/hls/98/index.m3u8 
青海卫视,http://jyjxy.7766.org:808/hls/98/index.m3u8 
湖南卫视,http://jyjxy.7766.org:808/hls/69/index.m3u8 
东南卫视,http://jyjxy.7766.org:808/hls/70/index.m3u8 
贵州卫视,http://jyjxy.7766.org:808/hls/71/index.m3u8 
湖北卫视,http://jyjxy.7766.org:808/hls/73/index.m3u8 
上海卫视,http://jyjxy.7766.org:808/hls/74/index.m3u8 
广西卫视,http://jyjxy.7766.org:808/hls/75/index.m3u8 
云南卫视,http://jyjxy.7766.org:808/hls/76/index.m3u8 
江苏卫视,http://jyjxy.7766.org:808/hls/77/index.m3u8 
浙江卫视,http://jyjxy.7766.org:808/hls/78/index.m3u8 
山东卫视,http://jyjxy.7766.org:808/hls/79/index.m3u8 
山西卫视,http://jyjxy.7766.org:808/hls/80/index.m3u8 
安徽卫视,http://jyjxy.7766.org:808/hls/83/index.m3u8 
江西卫视,http://jyjxy.7766.org:808/hls/84/index.m3u8 
兵团卫视,http://jyjxy.7766.org:808/hls/85/index.m3u8 
北京卫视,http://jyjxy.7766.org:808/hls/89/index.m3u8 
宁夏卫视,http://jyjxy.7766.org:808/hls/91/index.m3u8 
陕西卫视,http://jyjxy.7766.org:808/hls/92/index.m3u8 
安微卫视,http://jyjxy.7766.org:808/hls/93/index.m3u8 
河南卫视,http://jyjxy.7766.org:808/hls/94/index.m3u8 
四川卫视,http://jyjxy.7766.org:808/hls/95/index.m3u8 
甘肃卫视,http://jyjxy.7766.org:808/hls/96/index.m3u8 
天津卫视,http://jyjxy.7766.org:808/hls/97/index.m3u8 
青海卫视,http://jyjxy.7766.org:808/hls/98/index.m3u8 
湖南卫视,http://jyjxy.7766.org:808/hls/69/index.m3u8 
东南卫视,http://jyjxy.7766.org:808/hls/70/index.m3u8 
贵州卫视,http://jyjxy.7766.org:808/hls/71/index.m3u8 
湖北卫视,http://jyjxy.7766.org:808/hls/73/index.m3u8 
上海卫视,http://jyjxy.7766.org:808/hls/74/index.m3u8 
广西卫视,http://jyjxy.7766.org:808/hls/75/index.m3u8 
云南卫视,http://jyjxy.7766.org:808/hls/76/index.m3u8 
江苏卫视,http://jyjxy.7766.org:808/hls/77/index.m3u8 
浙江卫视,http://jyjxy.7766.org:808/hls/78/index.m3u8 
山东卫视,http://jyjxy.7766.org:808/hls/79/index.m3u8 
黑龙江卫视,http://jyjxy.7766.org:808/hls/90/index.m3u8 
内蒙古卫视,http://jyjxy.7766.org:808/hls/99/index.m3u8 
黑龙江卫视,http://jyjxy.7766.org:808/hls/90/index.m3u8 
黑龙江卫视,http://jyjxy.7766.org:808/hls/90/index.m3u8 
内蒙古卫视,http://jyjxy.7766.org:808/hls/99/index.m3u8 
内蒙古卫视,http://jyjxy.7766.org:808/hls/99/index.m3u8 
IPTV频道,#genre# 
IPTV5 
体育赛事,http://jyjxy.7766.org:808/hls/116/index.m3u8 
IPTV3 
,http://jyjxy.7766.org:808/hls/117/index.m3u8 
IPTV5 
体育,http://jyjxy.7766.org:808/hls/118/index.m3u8 
IPTV6 
,http://jyjxy.7766.org:808/hls/119/index.m3u8 
IPTV8 
,http://jyjxy.7766.org:808/hls/120/index.m3u8 
IPTV谍战剧场,http://jyjxy.7766.org:808/hls/121/index.m3u8 
IPTV相声小品,http://jyjxy.7766.org:808/hls/122/index.m3u8 
IPTV野外-高清,http://jyjxy.7766.org:808/hls/123/index.m3u8 
IPTV法治,http://jyjxy.7766.org:808/hls/124/index.m3u8 
IPTV少儿动画,http://jyjxy.7766.org:808/hls/128/index.m3u8 
广东频道,#genre# 
广东卫视,http://jyjxy.7766.org:808/hls/16/index.m3u8 
广东卫视,http://jyjxy.7766.org:808/hls/16/index.m3u8 
广东卫视,http://jyjxy.7766.org:808/hls/16/index.m3u8 
广东珠江,http://jyjxy.7766.org:808/hls/17/index.m3u8 
广东珠江,http://jyjxy.7766.org:808/hls/17/index.m3u8 
广东珠江,http://jyjxy.7766.org:808/hls/17/index.m3u8 
广东体育,http://jyjxy.7766.org:808/hls/18/index.m3u8 
广东体育,http://jyjxy.7766.org:808/hls/18/index.m3u8 
广东影视,http://jyjxy.7766.org:808/hls/27/index.m3u8 
广东少儿,http://jyjxy.7766.org:808/hls/28/index.m3u8 
广东公共,http://jyjxy.7766.org:808/hls/29/index.m3u8 
广东公共,http://jyjxy.7766.org:808/hls/29/index.m3u8 
广东公共,http://jyjxy.7766.org:808/hls/29/index.m3u8 
广东新闻,http://jyjxy.7766.org:808/hls/30/index.m3u8 
广东新闻,http://jyjxy.7766.org:808/hls/30/index.m3u8 
广东新闻,http://jyjxy.7766.org:808/hls/30/index.m3u8 
广东卫视,http://jyjxy.7766.org:808/hls/16/index.m3u8 
广东珠江,http://jyjxy.7766.org:808/hls/17/index.m3u8 
广东体育,http://jyjxy.7766.org:808/hls/18/index.m3u8 
广东公共,http://jyjxy.7766.org:808/hls/29/index.m3u8 
广东新闻,http://jyjxy.7766.org:808/hls/30/index.m3u8 
广东卫视,http://jyjxy.7766.org:808/hls/16/index.m3u8 
广东珠江,http://jyjxy.7766.org:808/hls/17/index.m3u8 
广东公共,http://jyjxy.7766.org:808/hls/29/index.m3u8 
广东新闻,http://jyjxy.7766.org:808/hls/30/index.m3u8 
深圳卫视,http://jyjxy.7766.org:808/hls/19/index.m3u8 
揭西台,http://jyjxy.7766.org:808/hls/20/index.m3u8 
揭阳台,http://jyjxy.7766.org:808/hls/21/index.m3u8 
揭阳公共,http://jyjxy.7766.org:808/hls/22/index.m3u8 
汕头台,http://jyjxy.7766.org:808/hls/24/index.m3u8 
南方1台,http://jyjxy.7766.org:808/hls/25/index.m3u8 
南方2台,http://jyjxy.7766.org:808/hls/26/index.m3u8 
南方4台,http://jyjxy.7766.org:808/hls/27/index.m3u8 
南方5台,http://jyjxy.7766.org:808/hls/28/index.m3u8 
深圳卫视,http://jyjxy.7766.org:808/hls/19/index.m3u8 
揭西台,http://jyjxy.7766.org:808/hls/20/index.m3u8 
揭阳台,http://jyjxy.7766.org:808/hls/21/index.m3u8 
南方1台,http://jyjxy.7766.org:808/hls/25/index.m3u8 
南方1台,http://jyjxy.7766.org:808/hls/25/index.m3u8 
揭阳公共,http://jyjxy.7766.org:808/hls/22/index.m3u8 
南方2台,http://jyjxy.7766.org:808/hls/26/index.m3u8 
潮州综合,http://jyjxy.7766.org:808/hls/23/index.m3u8 
南方4台,http://jyjxy.7766.org:808/hls/27/index.m3u8 
南方4台,http://jyjxy.7766.org:808/hls/27/index.m3u8 
汕头台,http://jyjxy.7766.org:808/hls/24/index.m3u8 
南方5台,http://jyjxy.7766.org:808/hls/28/index.m3u8 
南方5台,http://jyjxy.7766.org:808/hls/28/index.m3u8 
南方1台,http://jyjxy.7766.org:808/hls/25/index.m3u8 
南方4台,http://jyjxy.7766.org:808/hls/27/index.m3u8 
南方5台,http://jyjxy.7766.org:808/hls/28/index.m3u8 
深圳卫视,http://jyjxy.7766.org:808/hls/19/index.m3u8 
深圳卫视,http://jyjxy.7766.org:808/hls/19/index.m3u8 
深圳卫视,http://jyjxy.7766.org:808/hls/19/index.m3u8 
揭西台,http://jyjxy.7766.org:808/hls/20/index.m3u8 
揭西台,http://jyjxy.7766.org:808/hls/20/index.m3u8 
揭西台,http://jyjxy.7766.org:808/hls/20/index.m3u8 
揭阳台,http://jyjxy.7766.org:808/hls/21/index.m3u8 
揭阳台,http://jyjxy.7766.org:808/hls/21/index.m3u8 
揭阳台,http://jyjxy.7766.org:808/hls/21/index.m3u8 
揭阳公共,http://jyjxy.7766.org:808/hls/22/index.m3u8 
揭阳公共,http://jyjxy.7766.org:808/hls/22/index.m3u8 
揭阳公共,http://jyjxy.7766.org:808/hls/22/index.m3u8 
龙祥电影台,http://jyjxy.7766.org:808/hls/38/index.m3u8 
潮州综合,http://jyjxy.7766.org:808/hls/23/index.m3u8 
潮州综合,http://jyjxy.7766.org:808/hls/23/index.m3u8 
潮州综合,http://jyjxy.7766.org:808/hls/23/index.m3u8 
汕头台,http://jyjxy.7766.org:808/hls/24/index.m3u8 
汕头台,http://jyjxy.7766.org:808/hls/24/index.m3u8 
汕头台,http://jyjxy.7766.org:808/hls/24/index.m3u8 
经济科教,http://jyjxy.7766.org:808/hls/139/index.m3u8 
南方卫视,http://jyjxy.7766.org:808/hls/26/index.m3u8 
凤凰香港,#genre# 
凤凰卫视,http://jyjxy.7766.org:808/hls/32/index.m3u8 
凤凰卫视,http://jyjxy.7766.org:808/hls/32/index.m3u8 
凤凰卫视,http://jyjxy.7766.org:808/hls/32/index.m3u8 
凤凰卫视,http://jyjxy.7766.org:808/hls/32/index.m3u8 
凤凰资讯,http://jyjxy.7766.org:808/hls/33/index.m3u8 
凤凰资讯,http://jyjxy.7766.org:808/hls/33/index.m3u8 
凤凰香港,http://jyjxy.7766.org:808/hls/34/index.m3u8 
凤凰香港,http://jyjxy.7766.org:808/hls/34/index.m3u8 
凤凰香港,http://jyjxy.7766.org:808/hls/34/index.m3u8 
凤凰香港,http://jyjxy.7766.org:808/hls/34/index.m3u8 
凤凰香港,http://jyjxy.7766.org:808/hls/34/index.m3u8 
香港翡翠,http://jyjxy.7766.org:808/hls/36/index.m3u8 
香港翡翠,http://jyjxy.7766.org:808/hls/36/index.m3u8 
香港翡翠,http://jyjxy.7766.org:808/hls/36/index.m3u8 
香港翡翠,http://jyjxy.7766.org:808/hls/36/index.m3u8 
星空卫视,http://jyjxy.7766.org:808/hls/31/index.m3u8 
星空卫视,http://jyjxy.7766.org:808/hls/31/index.m3u8 
星空卫视,http://jyjxy.7766.org:808/hls/31/index.m3u8 
星空卫视,http://jyjxy.7766.org:808/hls/31/index.m3u8 
