💖丨港澳台,#genre#
中视新闻台,https://pull-l3-cny.douyincdn.com/live/cf93b19e055f2800058541033c0c4355.m3u8
寰宇新闻台,https://pull-l3-cny.douyincdn.com/live/a9e3982a798d13ba350075af6cff4119.m3u8
好莱坞电影,https://pull-l3-cny.douyincdn.com/live/06027cd7cadf310982fe67221578515b.m3u8

🏀｜体育台,#genre#

广东体育,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/2300.m3u8
广东体育,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/1300.m3u8
广东体育,http://xjayrf.tv888.top:9901/tsfile/live/1014_1.m3u8
广东体育,http://fyld.eatuo.com:9901/tsfile/live/1012_1.m3u8
广东体育,http://mzwh4455.qicp.vip:280/hls/体育26/index.m3u8
广东体育,http://www.kitcc.cn:8888/udp/239.77.0.112:5146
广东体育,http://nsszds.f3322.net:808/hls/1/index.m3u8
广东体育,http://jyjxy.7766.org:808/hls/18/index.m3u8
广东体育,http://iptv.tv888.top:9901/tsfile/live/1004_1.m3u8
广东体育,http://120.237.252.67:8800/hls/5/index.m3u8
广东体育,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/index.m3u8
广东体育,http://27.47.68.158:808/hls/18/index.m3u8
广东体育,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel3/2300.m3u8

CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225752/index.m3u8
CCTV5,http://125.210.152.20:9120/live/hzgq-cctv5gq-h264.m3u8
CCTV5,http://111.20.33.93/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://39.134.32.102:6610/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT
CCTV5,http://39.134.67.110/PLTV/88888888/224/3221225818/index.m3u8
CCTV5,http://222.175.159.226:808/hls/5/index.m3u8
CCTV5,rtsp://221.203.83.35/PLTV/88888888/224/3221226707/10000100000000060000000006489753_0.smil
CCTV5,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226707/10000100000000060000000006489753_0.smil
CCTV5,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240246_1/encoder/0/playlist.m3u8?
CCTV5,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240281_1/encoder/0/playlist.m3u8? 
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225751/index.m3u8 
CCTV5,http://39.135.138.58:18890/PLTV/88888910/224/3221225756/index.m3u8  
CCTV5,http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8

CCTV5+,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240128_1/encoder/0/playlist.m3u8?
CCTV5+,http://111.12.110.35:6610/PLTV/77777777/224/3221225712/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV5+,http://125.210.152.20:9120/live/hzgq-cctvzhgq-h264.m3u8
CCTV5+,http://125.210.152.19:9090/live/hzgq-cctvzhgq-h264.m3u8
CCTV5+,http://111.20.33.93/PLTV/88888893/224/3221226221/index.m3u8
CCTV5+,http://111.20.33.93/TVOD/88888893/224/3221226221/index.m3u8
CCTV5+,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226743/10000100000000060000000006603048_0.smil
CCTV5+,http://222.175.159.226:808/hls/6/index.m3u8
CCTV5+,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8
CCTV5+,http://39.134.66.163/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+,http://39.134.67.110/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+,http://111.13.42.230/PLTV/88888888/224/3221226458/1.m3u8
CCTV5+,http://111.13.42.237/PLTV/88888888/224/3221226458/1.m3u8
CCTV5+,http://39.134.32.102:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT
CCTV5+,http://111.20.33.74/TVOD/88888893/224/3221226221/index.m3u8
CCTV5+,http://111.13.42.235/PLTV/88888888/224/3221226349/1.m3u8
CCTV5+,http://111.13.42.242/PLTV/88888888/224/3221226349/1.m3u8
CCTV5+,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225939/index.m3u8

先锋乒羽,http://118.31.113.130:82/gudou.php?id=pingyu_1500
先锋乒羽,http://39.135.55.105:6610/PLTV/88888888/224/3221226851/index.m3u8?servicetype=1

广州竞赛,http://www.kitcc.cn:8888/udp/239.253.43.75:5146
广州竞赛,http://118.31.113.130:82/gudou.php?id=gzcompetition_1500
广州竞赛,http://9.zhxinda.xyz/gz.php?id=jingsai

Eleven2,http://61.221.81.93:8078/hls/26/80/esport2.m3u8


🐼｜广东台,#genre#


广东珠江,http://www.kitcc.cn:8888/udp/239.77.0.1:5146
广东珠江,http://www.superkit.cn:8888/udp/239.77.0.1:5146
广东珠江,http://xjayrf.tv888.top:9901/tsfile/live/1011_1.m3u8
广东珠江,http://mzwh4455.qicp.vip:280/hls/24/index.m3u8
广东珠江,http://live.44ol.com/v/gdzj.m3u8
广东珠江,http://111.12.110.35:6610/PLTV/77777777/224/3221225717/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广东珠江,http://113.119.161.118:8081/hls/50/index.m3u8
广东珠江,http://113.101.124.246:808/hls/17/index.m3u8
广东珠江,http://183.63.15.42:9901/tsfile/live/0109_1.m3u8
广东珠江,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel65/index.m3u8
广东珠江,http://157.122.177.10:9901/tsfile/live/1007_1.m3u8

广东经济科教,http://www.kitcc.cn:8888/udp/239.77.0.85:5146
广东经济科教,http://diygz.f3322.org:9090/hls/71/index.m3u8
广东经济科教,http://113.64.147.18:808/hls/66/index.m3u8
广东经济科教,http://183.63.15.42:9901/tsfile/live/1006_1.m3u8
广东经济科教,http://9.zhxinda.xyz/gdtv.php?pk=1196
广东经济科教,http://113.101.124.246:808/hls/22/index.m3u8
广东经济科教,http://nsszds.f3322.net:808/hls/66/index.m3u8

广东新闻,http://www.superkit.cn:8888/udp/239.77.0.173:5146
广东新闻,http://www.kitcc.cn:8888/udp/239.77.0.173:5146
广东新闻,http://fangsong.live/hls/itouchtv.php?id=gdxw&
广东新闻,http://mmitv.top/pltv/itouchtv.php?id=gdxw&
广东新闻,http://120.236.17.36:808/hls/250/index.m3u8
广东新闻,http://mzwh4455.qicp.vip:280/hls/25/index.m3u8
广东新闻,http://9.zhxinda.xyz/gdtv.php?pk=1186
广东新闻,http://113.101.124.246:808/hls/20/index.m3u8
广东新闻,http://183.63.15.42:9901/tsfile/live/1004_1.m3u8

广东影视,http://mmitv.top/pltv/itouchtv.php?id=gdys&
广东影视,http://gxfrg007.8800.org:8282/tsfile/live/1052_1.m3u8
广东影视,http://fangsong.live/hls/itouchtv.php?id=gdys&$
广东影视,http://113.101.124.246:808/hls/25/index.m3u8
广东影视,http://183.63.15.42:9901/tsfile/live/1007_1.m3u8
广东影视,http://zb.688768.xyz/zubo/z.php?member=35vlfdvuytkldmknuvfdd&playurl=http://113.66.125.73:8888/udp/239.77.0.217:5146
广东影视,http://zb.688768.xyz/zubo/z.php?member=35vlfdvuytkldmknuvfdd&playurl=http://58.61.148.28:8088/udp/239.77.0.217:5146
广东影视,http://zb.688768.xyz/zubo/z.php?member=35vlfdvuytkldmknuvfdd&playurl=http://218.19.245.186:85/udp/239.77.0.217:5146


广东公共,http://www.kitcc.cn:8888/udp/239.77.0.225:5146
广东公共,http://www.superkit.cn:8888/udp/239.77.0.225:5146
广东公共,http://120.236.17.36:808/hls/251/index.m3u8

广州综合,http://fangsong.live/hls/gsw.php?id=zhonghe
广州综合,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzzh
广州综合,http://app.nettv.vip/hls/guangzhou.php?id=zhonghe#http://www.nettvpro.live/hls/guangzhou.php?id=zhonghe
广州综合,http://9.zhxinda.xyz/gz.php?id=zhonghe
广州综合,http://120.236.17.36:808/hls/38/index.m3u8
广州综合,http://120.236.17.34:808/hls/38/index.m3u8
广州综合,http://www.kitcc.cn:8888/udp/239.253.43.71:5146
广州综合,http://mmitv.top/pltv/gztv.php?id=gzzh
广州综合,http://live.cooltv.top/tv/guangzhou.php?id=gzzh
广州综合,http://112.74.200.9:88/tv000000/m3u8.php?/GZTV/zhonghe
广州综合,http://www.xdzb.top:889/m3u8.php/GZTV/zhonghe
广州综合,http://103.213.250.168:889/m3u8.php/GZTV/zhonghe
广州综合,http://ye23.win/iptv/gztv.php?id=zhonghe

广州新闻,http://120.236.17.36:808/hls/39/index.m3u8
广州新闻,http://120.236.17.34:808/hls/39/index.m3u8
广州新闻,http://www.kitcc.cn:8888/udp/239.253.43.72:5146
广州新闻,http://zb.688768.xyz/jiudian/jddb.php?member=liubwdefd34&playurl=http://219.128.40.115:8888/rtp/239.253.43.72:5146
广州新闻,http://py.fatcat.icu:8880/hls/116/index.m3u8
广州新闻,http://9.zhxinda.xyz/gz.php?id=xinwen
广州新闻,http://mmitv.top/pltv/gztv.php?id=gzxw
广州新闻,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzxw
广州新闻,http://www.xdzb.top:889/m3u8.php/GZTV/xinwen
广州新闻,http://fangsong.live/hls/gsw.php?id=xinwen
广州新闻,http://lee.szxinlianyun.com:88/tv000000/m3u8.php?/GZTV/xinwen
广州新闻,http://iptv.szxinlianyun.com:88/tv000000/m3u8.php?/GZTV/xinwen
广州新闻,http://xips.szxinlianyun.com:88/tv000000/m3u8.php?/GZTV/xinwen
广州新闻,http://112.74.200.9:88/tv000000/m3u8.php?/GZTV/xinwen
广州新闻,http://ye23.win/iptv/gztv.php?id=xinwen
广州新闻,http://live.cooltv.top/tv/guangzhou.php?id=gzxw
广州新闻,http://app.nettv.vip/hls/guangzhou.php?id=xinwen
广州新闻,http://www.nettvpro.live/hls/guangzhou.php?id=xinwen

广州法治,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzfz

广州影视,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzys
广州影视,http://9.zhxinda.xyz/gz.php?id=yingshi

广州南国都市,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzngds&$1920x1080
广州南国都市,http://9.zhxinda.xyz/gz.php?id=shenghuo&$1920x1080

番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
深圳国际,http://gxfrg007.8800.org:8282/tsfile/live/1077_1.m3u8

深圳财经,http://www.kitcc.cn:8888/udp/239.77.1.242:5146
深圳财经,https://sztv-live.cutv.com/3vlcoxP/500/3aiv4cl.m3u8
深圳财经,http://ye23.win/iptv/sztv.php?id=5?
深圳财经,http://157.122.177.10:9901/tsfile/live/1008_1.m3u8

深圳娱乐,http://www.kitcc.cn:8888/udp/239.77.1.243:5146#http://ye23.win/iptv/sztv.php?id=6#http://fangsong.live/hls/ysz.php?id=szyl
深圳娱乐,http://ye23.win/iptv/sztv.php?id=6?$高清720P

深圳电视剧,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel47/1300.m3u8
深圳电视剧,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel47/index.m3u8
深圳电视剧,http://157.122.177.10:9901/tsfile/live/1005_1.m3u8
深圳电视剧,http://zb.688768.xyz/zubo/z.php?member=35vlfdvuytkldmknuvfdd&playurl=http://113.66.125.73:8888/udp/239.77.1.125:5146
深圳电视剧,http://zb.688768.xyz/zubo/z.php?member=35vlfdvuytkldmknuvfdd&playurl=http://58.61.148.28:8088/udp/239.77.1.125:5146
深圳电视剧,http://zb.688768.xyz/zubo/z.php?member=35vlfdvuytkldmknuvfdd&playurl=http://218.19.245.186:85/udp/239.77.1.125:5146

深圳都市,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel46/1300.m3u8
深圳都市,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel46/index.m3u8
深圳都市,http://mzwh4455.qicp.vip:280/hls/87/index.m3u8
深圳都市,http://www.kitcc.cn:8888/udp/239.77.1.124:5146
深圳都市,http://120.236.17.34:808/hls/19/index.m3u8
深圳都市,http://120.236.17.36:808/hls/19/index.m3u8
深圳都市,http://py.fatcat.icu:8880/hls/123/index.m3u8
深圳都市,http://nsszds.f3322.net:808/hls/68/index.m3u8
深圳都市,http://mmitv.top/pltv/itouchtv.php?id=&pk=1207
深圳都市,http://stream.guihet.com/t/sztv.php?id=2
深圳都市,http://fangsong.live/hls/ysz.php?id=szds
深圳都市,http://ye23.win/iptv/sztv.php?id=2
深圳都市,http://157.122.177.10:9901/tsfile/live/1004_1.m3u8
深圳都市,http://zb.688768.xyz/zubo/z.php?member=35vlfdvuytkldmknuvfdd&playurl=http://113.66.125.73:8888/udp/239.77.1.124:5146
深圳都市,http://zb.688768.xyz/zubo/z.php?member=35vlfdvuytkldmknuvfdd&playurl=http://58.61.148.28:8088/udp/239.77.1.124:5146
深圳都市,http://zb.688768.xyz/zubo/z.php?member=35vlfdvuytkldmknuvfdd&playurl=http://218.19.245.186:85/udp/239.77.1.124:5146

深圳公共,http://www.kitcc.cn:8888/udp/239.77.1.178:5146
深圳公共,http://shazui.8866.org:800/hls/30/index.m3u8
深圳公共,http://mmitv.top/pltv/itouchtv.php?id=&pk=1213
深圳公共,http://stream.guihet.com/t/sztv.php?id=4
深圳公共,http://ye23.win/iptv/sztv.php?id=4
深圳公共,http://zb.688768.xyz/zubo/z.php?member=35vlfdvuytkldmknuvfdd&playurl=http://113.66.125.73:8888/udp/239.77.1.126:5146
深圳公共,http://zb.688768.xyz/zubo/z.php?member=35vlfdvuytkldmknuvfdd&playurl=http://58.61.148.28:8088/udp/239.77.1.126:5146
深圳公共,http://zb.688768.xyz/zubo/z.php?member=35vlfdvuytkldmknuvfdd&playurl=http://218.19.245.186:85/udp/239.77.1.126:5146


深圳龙岗,https://lglivepull.sznews.com/live/2647.m3u8

佛山公共,http://www.kitcc.cn:8888/udp/239.253.43.53:5146
佛山公共,http://udpxy.hblianong.com:4022/udp/239.253.43.53:5146
佛山公共,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/xmplay.fstv.com.cn/live/xingmu20211111163347Hd5U.m3u8
佛山公共,http://121.51.42.151/xmplay.fstv.com.cn/live/xingmu20211111163347Hd5U.m3u8
佛山公共,http://121.51.249.88/xmplay.fstv.com.cn/live/xingmu20211111163347Hd5U.m3u8
佛山公共,http://www.nettvpro.live/hls/foshan.php?id=fsgg

佛山综合,http://www.kitcc.cn:8888/udp/239.253.43.57:5146
佛山综合,http://udpxy.hblianong.com:4022/udp/239.253.43.57:5146
佛山综合,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/xmplay.fstv.com.cn/live/xingmu20211111163434G0Bw.m3u8
佛山综合,http://121.51.42.151/xmplay.fstv.com.cn/live/xingmu20211111163434G0Bw.m3u8
佛山综合,http://121.51.248.205/xmplay.fstv.com.cn/live/xingmu20211111163434G0Bw.m3u8
佛山综合,http://www.nettvpro.live/hls/foshan.php?id=fszh
佛山综合,http://121.12.115.112/xmplay.fstv.com.cn/live/xingmu20211111163434G0Bw.m3u8
佛山综合,http://121.12.115.118/xmplay.fstv.com.cn/live/xingmu20211111163434G0Bw.m3u8

佛山影视,http://121.12.115.112/xmplay.fstv.com.cn/live/xingmu20211111163523oBdp.m3u8
佛山影视,http://121.12.115.118/xmplay.fstv.com.cn/live/xingmu20211111163523oBdp.m3u8
佛山影视,http://www.kitcc.cn:8888/udp/239.253.43.56:5146
佛山影视,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/xmplay.fstv.com.cn/live/xingmu20211111163523oBdp.m3u8
佛山影视,http://121.51.248.205/xmplay.fstv.com.cn/live/xingmu20211111163523oBdp.m3u8

顺德,http://121.12.115.112/xmplay.fstv.com.cn/live/xingmu20211111163633BJEU.m3u8
顺德,http://121.12.115.118/xmplay.fstv.com.cn/live/xingmu20211111163633BJEU.m3u8
顺德,http://www.kitcc.cn:8888/udp/239.253.43.55:5146
顺德,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/xmplay.fstv.com.cn/live/xingmu20211111163633BJEU.m3u8
顺德,http://121.51.249.88/xmplay.fstv.com.cn/live/xingmu20211111163633BJEU.m3u8
顺德,http://121.51.248.205/xmplay.fstv.com.cn/live/xingmu20211111163633BJEU.m3u8
顺德,http://121.51.42.151/xmplay.fstv.com.cn/live/xingmu20211111163633BJEU.m3u8
顺德,http://www.nettvpro.live/hls/foshan.php?id=fssd

南海,http://121.12.115.112/xmplay.fstv.com.cn/live/xingmu202111111635455Do3.m3u8
南海,http://121.12.115.118/xmplay.fstv.com.cn/live/xingmu202111111635455Do3.m3u8
南海,http://www.kitcc.cn:8888/udp/239.253.43.54:5146
南海,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/xmplay.fstv.com.cn/live/xingmu202111111635455Do3.m3u8
南海,http://121.51.248.205/xmplay.fstv.com.cn/live/xingmu202111111635455Do3.m3u8
南海,http://121.51.42.151/xmplay.fstv.com.cn/live/xingmu202111111635455Do3.m3u8

东莞综合,http://wtv.weetai.cn/iptv/2022/tyzb32.php?id=4
东莞综合,http://www.kitcc.cn:8888/udp/239.253.43.104:5146
东莞综合,rtmp://stream.sun0769.com/dgrtv1/mp4:tv1_1500#http://fangsong.live/hls/dgtv.php?id=4
东莞综合,#http://udpxy.hblianong.com:4022/udp/239.253.43.104:5146
东莞综合,http://diygz.f3322.org:9090/hls/101/index.m3u8
东莞综合,http://183.54.245.83:9090/hls/101/index.m3u8
东莞综合,http://mmitv.top/pltv/itouchtv.php?id=gdxwzh&pk=2395
东莞综合,http://www.nettvpro.live/hls/itouch.php?id=2395
东莞生活,http://www.kitcc.cn:8888/udp/239.253.43.105:5146
东莞生活,http://udpxy.hblianong.com:4022/udp/239.253.43.105:5146
东莞生活,http://fangsong.live/hls/dgtv.php?id=5
东莞生活,rtmp://stream.sun0769.com/dgrtv1/mp4:tv2_1500
东莞生活,http://mmitv.top/pltv/itouchtv.php?id=dggg&pk=1235
东莞生活,http://www.nettvpro.live/hls/itouch.php?id=1235
东莞生活,http://wtv.weetai.cn/iptv/2022/tyzb32.php?id=5


河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
揭阳综合,rtmp://rtmp-stjy.sobeylive.com/stjy2020/zhpd?sign=bf98b2873ad5403290a37d16569d7a06&t=639de420
